config,model,id,source,correct,steps,tool_calls,cost,seconds,answer,gold,error
strong_no_tools,claude-sonnet-4.6,fresh-54,fresh,False,1,0,0.005232,23.52768788899993,"14 people were killed in the fire at a shopping mall in Karachi on January 17, 2026 (initial reports",80,
strong_no_tools,claude-sonnet-4.6,fresh-64,fresh,False,1,0,0.004989,6.27075794099801,Ihor Polishchuk resigned as head of the State Migration Service of Ukraine.,mayor of Lutsk,
strong_no_tools,claude-sonnet-4.6,fresh-66,fresh,False,1,0,0.005925,6.220656867000798,"Around 10-12 people were reportedly trapped after the hotel collapse in Anuppur, Madhya Pradesh in A",at least six,
strong_no_tools,claude-sonnet-4.6,fresh-69,fresh,False,1,0,0.001785,2.6523804999997083,"Lyon, France.",Leipzig,
strong_no_tools,claude-sonnet-4.6,fresh-67,fresh,False,1,0,0.015702,13.362311297001725,Anna Agafia Egholm was announced as the winner of the Concertgebouw Young Talent Award in January 20,Liam Nassereddine,
strong_no_tools,claude-sonnet-4.6,fresh-56,fresh,True,1,0,0.021963,36.06535942600021,"The UK CPI inflation rate in January 2026 was 3.0% (up from 2.5% in December 2025), while the CPIH (",3%,
strong_no_tools,claude-sonnet-4.6,fresh-65,fresh,False,1,0,0.031446,26.31232931199702,"I was unable to verify the exact number of people killed in the bus accident in São José da Tapera, ",16,
strong_no_tools,claude-sonnet-4.6,fresh-23,fresh,False,1,0,0.127038,109.43647966000208,"I was unable to find verified information about who was arrested in Ukraine on February 15, 2026, wh",German Galushchenko,
strong_no_tools,claude-sonnet-4.6,fresh-73,fresh,False,1,0,0.003189,22.54141977899781,Former South Korean President Yoon Suk-yeol was sentenced to two years' imprisonment for bribery on ,Han Hak-ja,
strong_no_tools,claude-sonnet-4.6,fresh-68,fresh,True,1,0,0.03621,27.77239780799937,Mark Carney,Mark Carney,
strong_no_tools,claude-sonnet-4.6,fresh-71,fresh,False,1,0,0.01626,34.80898395699842,"The name of the 14-year-old attacker was not publicly disclosed in available reports, as the perpetr",Nikita Solovyov,
strong_no_tools,claude-sonnet-4.6,fresh-62,fresh,False,1,0,0.049605,42.6228216290001,I was unable to verify the specific prison sentence given to a Syrian national in March 2026 through,13 years,
strong_no_tools,claude-sonnet-4.6,fresh-57,fresh,False,1,0,0.052449,67.91404659099862,Nicolas Sarkozy,Yoon Suk Yeol,
strong_no_tools,claude-sonnet-4.6,fresh-85,fresh,False,1,0,0.006099,11.72472860400012,"Lingwood, Norfolk recorded 37.0 °C (98.6 °F) during the June 2026 UK heat record on 16 June 2026.",38 °C,
strong_no_tools,claude-sonnet-4.6,fresh-82,fresh,False,1,0,0.003897,21.64057901400156,The death toll from the fire at a shoe factory in China in July 2026 was 12.,28 people,
strong_no_tools,claude-sonnet-4.6,fresh-86,fresh,False,1,0,0.009087,12.286613862001104,"The UK government reported a surplus of £15.4 billion in January 2026, driven largely by a surge in ",£30.4bn,
strong_no_tools,claude-sonnet-4.6,fresh-84,fresh,False,1,0,0.007005,24.173322235998057,James Pearce Jr. was suspended for 2 games in the 2026 NFL season for violating the NFL's personal c,eight games,
strong_no_tools,claude-sonnet-4.6,fresh-87,fresh,False,1,0,0.015384,14.248005919998832,"Dina Boluarte, the 65th President of Peru, was censured by Congress on January 9, 2026, becoming the",José Jerí,
strong_no_tools,claude-sonnet-4.6,fresh-83,fresh,False,1,0,0.005514,25.78230814400013,An incendiary device (Molotov cocktail) was attempted to be ignited near a Bank of America building ,improvised explosive device,
strong_no_tools,claude-sonnet-4.6,fresh-91,fresh,False,1,0,0.004062,4.272917869999219,"Shivraj Singh Chouhan released Rs 1,483 crore for the VB-G RAM-G scheme in July 2026.","₹25,863 crore",
strong_no_tools,claude-sonnet-4.6,fresh-89,fresh,False,1,0,0.007263,6.48794293699757,Don Sweeney announced stepping down as general manager of the Canada men's national ice hockey team ,Doug Armstrong,
strong_no_tools,claude-sonnet-4.6,fresh-96,fresh,False,1,0,0.002841,3.4491360950014496,"Odense, Denmark",Istanbul,
strong_no_tools,claude-sonnet-4.6,fresh-97,fresh,False,1,0,0.003,3.483315733999916,"The 2026 Major League Baseball All-Star Game was held at Truist Park in Atlanta, Georgia, home of th",Citizens Bank Park,
strong_no_tools,claude-sonnet-4.6,fresh-88,fresh,False,1,0,0.009018,10.63506285100084,"The boat capsizing in Japan in March 2026 occurred near Rebun Island, Hokkaido, Japan.","Henoko, Okinawa Prefecture",
strong_no_tools,claude-sonnet-4.6,fresh-93,fresh,False,1,0,0.006612,6.96800840799915,"The 2026 FIFA World Cup final is scheduled for July 19, 2026, but the tournament has not yet taken p",Spain,
strong_no_tools,claude-sonnet-4.6,fresh-92,fresh,True,1,0,0.008583,8.977148099002079,"Rubén Rocha Moya returns to office as Sinaloa governor on August 21, 2026.",Rubén Rocha Moya,
strong_no_tools,claude-sonnet-4.6,fresh-95,fresh,False,1,0,0.007191,7.358886305999476,"The 2026 Men's T20 World Cup has not yet been held (it is scheduled for February–March 2026), so no ",India,
strong_no_tools,claude-sonnet-4.6,fresh-81,fresh,False,1,0,0.024237,37.85242269900118,"Istanbul Airport handled approximately 9,200,000 passengers in July 2026, an 8.2% increase year-over",8.15m,
strong_no_tools,claude-sonnet-4.6,fresh-94,fresh,False,1,0,0.01464,14.349563044001115,"Eurovision 2026 has not yet taken place, so France's Monroe's final placement is not yet known.",11th,
strong_no_tools,claude-sonnet-4.6,fresh-101,fresh,False,1,0,0.014016,14.430757393998649,"There is no documented ""2026 Lebanon war"" in available records; you may be thinking of the 2025 Leba",10-day,
strong_no_tools,claude-sonnet-4.6,fresh-99,fresh,True,1,0,0.026382,17.526166523999564,"Elon Musk became the world's first trillionaire (in December 2025, not June 2026); there is no verif",Elon Musk,
strong_no_tools,claude-sonnet-4.6,fresh-98,fresh,False,1,0,0.019518,19.07134584699816,"I cannot verify what specific document was signed by Trump and Pezeshkian in June 2026, as this even",Islamabad Memorandum,
strong_no_tools,claude-sonnet-4.6,fresh-90,fresh,False,1,0,0.036078,28.474529167000583,"I could not find verified information about an institution producing data suggesting over 2,700 heat",Imperial College London,
strong_no_tools,claude-sonnet-4.6,fresh-70,fresh,True,1,0,0.096369,87.70022622200122,"The ÖBB Nightjet night train service between Amsterdam and Barcelona begins on March 26, 2026, marki",night train service,
strong_no_tools,claude-sonnet-4.6,fresh-115,fresh,False,1,0,0.003282,12.1267815550018,"No information is available about Kenya floods on March 6–7, 2026.",66,
strong_no_tools,claude-sonnet-4.6,fresh-113,fresh,False,1,0,0.003948,12.86470778900184,"Statistics Canada announced 500 job cuts on January 13, 2026.",850,
strong_no_tools,claude-sonnet-4.6,fresh-118,fresh,False,1,0,0.004422,7.393973004000145,Gustav Klimt,Antonello da Messina,
strong_no_tools,claude-sonnet-4.6,fresh-117,fresh,False,1,0,0.004665,13.889965554997616,Line 11 of the Nanjing Metro opens in April 2026.,Line S2,
strong_no_tools,claude-sonnet-4.6,fresh-123,fresh,False,1,0,0.001974,3.444760236001457,Algeria broke off diplomatic relations with France in June 2026.,Burkina Faso,
strong_no_tools,claude-sonnet-4.6,fresh-124,fresh,False,1,0,0.002862,3.721328391999122,Bochum,Kehl,
strong_no_tools,claude-sonnet-4.6,fresh-122,fresh,False,1,0,0.005274,6.062470245000441,"Dan Tehan ousted Sussan Ley as Liberal leader in a party room vote on February 9, 2026.",Angus Taylor,
strong_no_tools,claude-sonnet-4.6,fresh-120,fresh,False,1,0,0.009621,9.144802566999717,Operation Sanctions Enforcement,Operation Southern Spear,
strong_no_tools,claude-sonnet-4.6,fresh-121,fresh,False,1,0,0.010212,9.257763960999,A magnitude 6.2 earthquake struck Yamanashi Prefecture in June 2026.,5.6,
strong_no_tools,claude-sonnet-4.6,fresh-116,fresh,False,1,0,0.013782,21.610301419997995,Tiger Woods' TGR Foundation is associated with the 2026 U.S. Women's Open at Riviera Country Club in,Nelly Korda,
strong_no_tools,claude-sonnet-4.6,fresh-130,fresh,False,1,0,0.008211,8.346018361997267,"I cannot verify this information — Re:Zero season 4 episode 4 (April 29, 2026) and the specific ridd",Orion,
strong_no_tools,claude-sonnet-4.6,fresh-127,fresh,False,1,0,0.009141,11.365185515998746,Medium's clairvoyance was used on a bird to find a route through the dunes.,Ram,
strong_no_tools,claude-sonnet-4.6,fresh-126,fresh,False,1,0,0.017967,14.889408369999728,Subaru recruited Al (Aldebaran) to help cross the Auguria Dunes.,Meili,
strong_no_tools,claude-sonnet-4.6,fresh-129,fresh,True,1,0,0.017166,17.892346157001157,"Flugel was revealed as the actual Sage and Shaula's master in Re:Zero Season 4, Episode 4.",Flugel,
strong_no_tools,claude-sonnet-4.6,fresh-125,fresh,True,1,0,0.027324,23.641920144000323,Rem (who had been in a comatose state after having her memories and name stolen by the Sin Archbisho,Rem,
strong_no_tools,claude-sonnet-4.6,fresh-132,fresh,False,1,0,0.017427,19.827139502001955,"The books containing the memories of deceased people in Re:Zero Season 4 Episode 5 were called ""Styx",Books of the Dead,
strong_no_tools,claude-sonnet-4.6,fresh-131,fresh,False,1,0,0.028026,23.998491510999884,"I was unable to verify the specific details of Re:Zero Season 4 Episode 5 (aired May 6, 2026), as th",Typhon,
strong_no_tools,claude-sonnet-4.6,fresh-128,fresh,False,1,0,0.050544,39.49189352900066,"I was unable to verify the specific details of Re:Zero Season 4 Episode 3 from accessible sources, s",Foxidna,
strong_no_tools,claude-sonnet-4.6,fresh-119,fresh,False,1,0,0.055743,50.84229120100281,I was unable to confirm with verified sources which specific cities resumed passenger services in Ma,Baku and Tbilisi,
strong_no_tools,claude-sonnet-4.6,fresh-142,fresh,False,1,0,0.004761,22.02452905599785,"I cannot answer this question as Re:Zero season 4 episode 15 (September 2, 2026) does not exist in a",fifteen loops,
strong_no_tools,claude-sonnet-4.6,fresh-144,fresh,False,1,0,0.006495,23.726694033997774,This episode does not exist in any available records — Re:Zero season 4 episode 17 dated September 1,Volcanica,
strong_no_tools,claude-sonnet-4.6,fresh-143,fresh,False,1,0,0.010944,29.65243168499728,"There is no such episode — Re:Zero season 4 with an episode 16 released on September 9, 2026 does no",a clone of Louis,
strong_no_tools,claude-sonnet-4.6,fresh-114,fresh,False,1,0,0.426321,254.42050379699867,"A new correctional centre (replacing Her Majesty's Penitentiary) opened in St. John's, Newfoundland ",Urgent Care Centre,
cheap_no_tools,gpt-4o-mini,fresh-0,fresh,False,1,0,3.525e-05,5.456076865997602,I will search for the date when Ukraine boycotted the closing ceremony of the 2026 Winter Paralympic,15 March,
cheap_no_tools,gpt-4o-mini,fresh-10,fresh,False,1,0,1.77e-05,5.659319423000852,"web_search(""February 18 explosion fireworks store China casualties"")",Twelve,
cheap_no_tools,gpt-4o-mini,fresh-3,fresh,False,1,0,2.835e-05,5.666030640000827,I will search for information regarding the agreement signed between Ukraine and Romania in March 20,a strategic partnership agreement,
cheap_no_tools,gpt-4o-mini,fresh-8,fresh,False,1,0,3.315e-05,5.68746573899989,"I will search for information regarding the charges made by the FSB in Russia on 29 July 2026. 

web",Pavel Durov,
cheap_no_tools,gpt-4o-mini,fresh-2,fresh,False,1,0,3.18e-05,5.693544685000234,"I will search for information regarding negotiations with the Trump administration on March 13, 2026",Miguel Díaz-Canel,
cheap_no_tools,gpt-4o-mini,fresh-9,fresh,False,1,0,2.82e-05,5.836116990998562,"I will search for the city that hosted the 2026 BWF World Championships. 

web_search(""2026 BWF Worl",New Delhi,
cheap_no_tools,gpt-4o-mini,fresh-7,fresh,False,1,0,1.965e-05,5.903649724998104,"web_search(""imprisoned Istanbul insulting President Erdoğan July 2026"")",Deniz Göktaş,
cheap_no_tools,gpt-4o-mini,fresh-5,fresh,False,1,0,3.105e-05,5.963183972999104,"I will search for information regarding the car incident in Leipzig, Germany in May 2026. 

web_sear",two people,
cheap_no_tools,gpt-4o-mini,fresh-6,fresh,False,1,0,3.135e-05,6.211228610001854,I will search for information regarding the reported missing people in Tibet after the floods in Aug,"4,500",
cheap_no_tools,gpt-4o-mini,fresh-4,fresh,False,1,0,2.985e-05,6.211578921000182,"I will search for information regarding measures that came into force in Victoria, Australia in Janu",A total fire ban,
cheap_no_tools,gpt-4o-mini,fresh-11,fresh,False,1,0,4.245e-05,6.501331073002802,I will search for the title of the art exhibition at Fondazione Prada in Venice from May 9 to May 23,Helter Skelter,
cheap_no_tools,gpt-4o-mini,fresh-20,fresh,False,1,0,1.83e-05,1.092489407001267,"web_search(""2026 FIFA World Cup knockout stage format"")",single-elimination,
cheap_no_tools,gpt-4o-mini,fresh-13,fresh,False,1,0,3.255e-05,1.717470276002132,I will search for information on the highest recorded temperature in Germany during the 2026 Europea,41.5 °C,
cheap_no_tools,gpt-4o-mini,fresh-1,fresh,False,1,0,1.56e-05,7.562869192999642,"web_search(""Progress MS-33 launch date"")",22 March,
cheap_no_tools,gpt-4o-mini,fresh-21,fresh,False,1,0,2.955e-05,1.3653392599990184,"I will search for information regarding any accusations against Devon Rodriguez in June 2026. 

web_",Gavin Snider,
cheap_no_tools,gpt-4o-mini,fresh-18,fresh,False,1,0,3.795e-05,1.6761797469989688,I will search for the specific date when a Munich court imprisoned an Iraqi couple for enslaving and,13 July,
cheap_no_tools,gpt-4o-mini,fresh-14,fresh,False,1,0,3.405e-05,2.0106114000009256,I will search for information regarding a fatal incident in Spain during the 2026 FIFA World Cup fin,Ciudad Rodrigo,
cheap_no_tools,gpt-4o-mini,fresh-12,fresh,False,1,0,4.32e-05,2.432891213000403,I will search for the most recent data regarding the number of children receiving support for specia,"700,000",
cheap_no_tools,gpt-4o-mini,fresh-15,fresh,False,1,0,3.975e-05,2.2971468350006035,I will search for information regarding the dismissal of the Commander-in-Chief of the Armed Forces ,Oleksandr Syrskyi,
cheap_no_tools,gpt-4o-mini,fresh-22,fresh,False,1,0,3.33e-05,1.5690271460007352,"I will search for information about the indie animated series created by Matt Braly. 

web_search(""M",Clara and the Below,
cheap_no_tools,gpt-4o-mini,fresh-16,fresh,False,1,0,3.18e-05,2.4468633249998675,"I will search for information regarding the winner of the Walter Cup on May 20, 2026. 

web_search(""",Montreal Victoire,
cheap_no_tools,gpt-4o-mini,fresh-23,fresh,False,1,0,3.03e-05,1.1999705769994762,"I will search for information regarding the arrest in Ukraine on February 15, 2026. 

web_search(""Uk",German Galushchenko,
cheap_no_tools,gpt-4o-mini,fresh-17,fresh,False,1,0,3.045e-05,2.912076855001942,"I will search for information regarding ISRO's launch on September 3, 2026. 

web_search(""ISRO launc",EOS-05,
cheap_no_tools,gpt-4o-mini,fresh-24,fresh,False,1,0,2.985e-05,1.5530016400007298,"I will search for information regarding what is declared across the whole of Wales in July 2026. 

w",a drought,
cheap_no_tools,gpt-4o-mini,fresh-25,fresh,False,1,0,3.765e-05,1.5036026680027137,"I will search for information regarding the Pakistan government's declaration on February 26, 2026, ","""open war""",
cheap_no_tools,gpt-4o-mini,fresh-19,fresh,False,1,0,3.51e-05,3.202740505999828,"I will search for the information regarding Disney Branded Television's rebranding on June 15, 2026.",Disney Kids & Family,
cheap_no_tools,gpt-4o-mini,fresh-31,fresh,False,1,0,2.16e-05,1.3609891039996,"web_search(""Kazakhstan new government formed after legislative election August 23 2026"")",Aibek Dädebai,
cheap_no_tools,gpt-4o-mini,fresh-26,fresh,False,1,0,2.25e-05,1.903302212998824,"web_search(""Japan leisure boat collision Haneda Airport August 24 2026 injuries"")",nine,
cheap_no_tools,gpt-4o-mini,fresh-32,fresh,False,1,0,1.92e-05,1.345855751002091,"web_search(""Archibald Prize winner May 8 2026"")",Richard Lewer,
cheap_no_tools,gpt-4o-mini,fresh-29,fresh,False,1,0,3.33e-05,1.866042727000604,"I will search for information regarding the train derailment near Adamuz, Spain, in January 2026. 

",43,
cheap_no_tools,gpt-4o-mini,fresh-33,fresh,False,1,0,2.07e-05,1.4916694610001286,"web_search(""MP defected from Conservative Party to Liberal Party April 2026"")",Marilyn Gladu,
cheap_no_tools,gpt-4o-mini,fresh-35,fresh,False,1,0,2.01e-05,1.2275076739970243,"web_search(""first person to swim around Saint Helena island February 2026"")",Dina Levačić,
cheap_no_tools,gpt-4o-mini,fresh-28,fresh,False,1,0,3.57e-05,2.604366431001836,I will search for information regarding the mass shooting at Tumbler Ridge Secondary School in Febru,nine,
cheap_no_tools,gpt-4o-mini,fresh-30,fresh,False,1,0,3.405e-05,2.6432205229975807,I will search for information regarding the arrest of journalist Alican Uludag in Turkey in February,Ankara,
cheap_no_tools,gpt-4o-mini,fresh-34,fresh,False,1,0,3.51e-05,1.9490138590008428,I will search for information regarding the earthquake that hit Haixi prefecture of Qinghai in June ,6.3,
cheap_no_tools,gpt-4o-mini,fresh-36,fresh,False,1,0,2.07e-05,1.7116563980016508,"web_search(""Flores Indonesia earthquake August 15 2026 casualties"")",129,
cheap_no_tools,gpt-4o-mini,fresh-38,fresh,False,1,0,2.16e-05,1.3833769700031553,"web_search(""V. D. Satheesan Kerala election May 2026 position"")",Chief Minister,
cheap_no_tools,gpt-4o-mini,fresh-27,fresh,False,1,0,3.345e-05,3.36118335500214,I will search for the relevant information regarding the Salzburg Festival and the individual placed,Markus Hinterhäuser,
cheap_no_tools,gpt-4o-mini,fresh-39,fresh,False,1,0,1.905e-05,1.484650602000329,"web_search(""Spain train collision January 20 2026 location"")",Gelida,
cheap_no_tools,gpt-4o-mini,fresh-41,fresh,False,1,0,3.405e-05,1.2661755260014615,I will search for information regarding the number of participants in the anti-war protest in Japan ,Thirty thousand people,
cheap_no_tools,gpt-4o-mini,fresh-37,fresh,False,1,0,3.225e-05,1.94914536700162,I will search for the information regarding the strike by resident doctors in England in June 2026. ,15 June,
cheap_no_tools,gpt-4o-mini,fresh-40,fresh,False,1,0,1.815e-05,1.9213630059966813,"web_search(""Moscow shooting February 6 2026"")",Vladimir Alekseyev,
cheap_no_tools,gpt-4o-mini,fresh-43,fresh,False,1,0,3.6e-05,1.266227543997957,"I will search for the latest information regarding the Mayor of New York City sworn in on January 1,",Zohran Mamdani,
cheap_no_tools,gpt-4o-mini,fresh-46,fresh,False,1,0,1.875e-05,0.9503978270004154,"web_search(""Moscow bombing August 1 2026 deaths"")",five,
cheap_no_tools,gpt-4o-mini,fresh-42,fresh,False,1,0,3.045e-05,1.9152428130000767,I will search for information regarding the inauguration of the Noida International Airport in March,Prime Minister Narendra Modi,
cheap_no_tools,gpt-4o-mini,fresh-47,fresh,False,1,0,1.89e-05,1.2515617919998476,"web_search(""Dharmendra Pradhan resign July 2026"")",Education Minister,
cheap_no_tools,gpt-4o-mini,fresh-50,fresh,False,1,0,2.355e-05,1.0840798239987637,"web_search(""Amed S.F.K. Turkish Football Federation fine January 29 2026"")","802,500 lira",
cheap_no_tools,gpt-4o-mini,fresh-49,fresh,False,1,0,1.995e-05,1.1635717950011897,"web_search(""Asiya Andrabi sentence March 24 2026"")",life imprisonment,
cheap_no_tools,gpt-4o-mini,fresh-45,fresh,False,1,0,2.115e-05,1.5774758900006418,"web_search(""Yalova Province Turkey aircraft crash August 13 2026"")",F-16 Fighting Falcon,
cheap_no_tools,gpt-4o-mini,fresh-44,fresh,False,1,0,3.525e-05,1.949311940999905,I will search for information regarding the super-Earth with a confirmed atmosphere reported on July,LHS 1140 b,
